uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation date,end portability date,current package
9dTGhadLopT7a2y0alaH1k2EAJK2,masculino,active,2/28/2021,processingSubscription,26,61,DF,monthly,10/30/2020,11/11/2020,customPackage
9e1bx6uP3yTAptXy424bXAK3JPo1,masculino,active,2/21/2021,activationComplete,31,11,SP,monthly,2/21/2021,,customPackage
9fL4LsNA3Ye1nFPwdCCq82l15gr2,feminino,active,2/13/2021,processingSubscription,44,15,SP,monthly,11/13/2020,11/18/2020,customPackage
9fnbjy7qyvX5UZrWWzPsD5Trd6N2,masculino,canceled,12/18/2020,cancelRequested,30,11,SP,monthly,10/29/2020,11/5/2020,customPackage
9fueBGMl21SCOZ4W4BxZkbXWOvI3,feminino,active,3/8/2021,processingSubscription,29,16,SP,weekly,8/24/2020,8/27/2020,customPackage
9g17JTO1QZdHvBfAl8UTXrNZOB72,masculino,active,3/2/2021,processingSubscription,30,13,SP,weekly,9/1/2020,11/5/2020,customPackage
9g7HtvFfr3c8x7vGL7pzkmOU3HP2,masculino,canceled,12/18/2020,cancelRequested,28,11,SP,weekly,8/3/2020,,customPackage
9hJ4ngTdpHh4KiJ0FYQP8A6pk6O2,masculino,active,3/7/2021,processingSubscription,20,19,SP,weekly,8/30/2020,9/3/2020,customPackage
9j2jn9X8jvXlUr2Xw4ZTLugHa6g2,feminino,canceled,1/12/2021,cancelRequested,36,62,GO,monthly,11/5/2020,,customPackage
9jATghCDgXUNOAmpTwEu54yBOLD3,feminino,canceled,12/18/2020,cancelRequested,33,11,SP,weekly,8/29/2020,,customPackage
9lBuYpue3GU7ByWa5iaD3Wbsgyk1,masculino,active,3/7/2021,processingSubscription,26,11,SP,weekly,8/23/2020,,customPackage
9lIgKw3fslgcAeG4vitop3Xrnxv2,masculino,paused,3/5/2021,paymentFailedSubscription,40,19,SP,weekly,10/6/2020,,customPackage
9mbWNqrYOVOL934juEm9llrMTN53,feminino,active,3/2/2021,processingSubscription,45,19,SP,monthly,2/2/2021,2/5/2021,customPackage
9n5IIn6bRJcZ2CV8284i3qYlXyA2,masculino,active,3/2/2021,processingSubscription,24,11,SP,weekly,5/19/2020,6/1/2020,customPackage
9nkZi8pHKOdrHxoOclRAOfCNC7I2,masculino,active,3/7/2021,processingSubscription,24,15,SP,weekly,7/30/2020,,customPackage
9oRHyT7I9uXRDSOkXExe40d5PPy1,prefiro não dizer,cancelRequested,3/2/2021,paused,22,11,SP,weekly,7/1/2020,,customPackage
9oci5ckvxnZ4rqEVdFv7WASABuh1,masculino,canceled,12/29/2020,cancelRequested,24,62,GO,monthly,11/22/2020,11/25/2020,customPackage
9pWiE5qJT3Q7yrM9ZrHddijxjg33,masculino,canceled,12/31/2020,cancelRequested,27,11,SP,weekly,8/17/2020,,customPackage
9q4JNTFSTKdvdDklSoUz50R3dfz1,masculino,active,3/5/2021,processingSubscription,37,11,SP,weekly,7/31/2020,8/5/2020,customPackage
9qHoRK9CukP1Awps4g63yxOBufm2,masculino,active,3/8/2021,processingSubscription,29,19,SP,weekly,10/5/2020,,customPackage
9qNs04IE73gSHPQO9fRPZJzbCRy2,masculino,paused,2/10/2021,active,19,18,SP,monthly,12/10/2020,,customPackage
9qZDt1kGV5MgVCGmqBVR8UIxrZE3,masculino,paymentFailedSubscription,3/8/2021,active,18,11,SP,monthly,2/8/2021,,customPackage
9rievvATOSQQxOIR4x3xqMndr813,masculino,paused,2/7/2021,canceled,60,11,SP,monthly,12/7/2020,,customPackage
9s0rkW67m4XDPhedEOTCbWwyJrW2,masculino,paused,1/31/2021,paymentFailedSubscription,37,19,SP,weekly,12/24/2020,,customPackage
9sS3AXeYuRbfg3K41aChEWcHavQ2,masculino,active,2/24/2021,processingSubscription,23,11,SP,monthly,2/17/2021,2/24/2021,customPackage
9slVIEHPC1hIL8H4AVDpEpOBT7L2,masculino,active,2/11/2021,processingSubscription,32,16,SP,monthly,11/12/2020,,customPackage
9uKXhGkK0gOFVRt71dOJFEtHdKr2,masculino,active,2/22/2021,processingSubscription,25,11,SP,monthly,10/22/2020,,customPackage
9vDJdy9ceVRPoBOPC7ZxiBP3KrG3,masculino,cancelRequested,12/1/2020,paused,28,16,SP,weekly,7/27/2020,,customPackage
9xhcXNbVLhTH6VX4jU3Xy5D5PQV2,masculino,active,3/5/2021,processingSubscription,24,19,SP,weekly,12/4/2020,,customPackage
9xkOlb1C2YZJQprJ0FlNkJRN9kG3,masculino,cancelRequested,3/5/2021,paused,29,11,SP,weekly,7/16/2020,8/5/2020,customPackage
A1nVyTq8R5PEI8ByH8cHa6I0UKL2,masculino,active,2/26/2021,processingSubscription,24,14,SP,monthly,8/14/2020,8/19/2020,customPackage
A3xtMYsDNIQZHnmcLUEYvQcU8dC2,masculino,active,3/1/2021,activationComplete,32,11,SP,monthly,3/1/2021,3/4/2021,madePackage-0
A6LkLXR06hgcNFkAG5juznotMAF2,feminino,active,3/2/2021,processingSubscription,29,11,SP,monthly,12/1/2020,12/4/2020,customPackage
A6njNktD7jT847U3VPtYC3G6swF2,masculino,active,2/23/2021,activationComplete,47,11,SP,monthly,2/23/2021,,customPackage
A6yDMG2JxqfflMYDbvz7diROhDS2,masculino,active,2/19/2021,processingSubscription,29,14,SP,monthly,8/28/2020,12/31/2020,customPackage
A752WwhsGuY65WmaD8Twb2YXPIy2,masculino,paused,1/8/2021,paymentFailedSubscription,25,15,SP,weekly,9/12/2020,9/23/2020,customPackage
A8atQqBiFyUDrUbom60w9e5Kjfx1,prefiro não dizer,paused,12/27/2020,paymentFailedSubscription,24,11,SP,weekly,7/28/2020,,customPackage
A9BV9G0W9rThhLjM8xJiU9hwWKN2,masculino,active,2/18/2021,activationComplete,24,43,PR,monthly,2/18/2021,,madePackage-1
AByZOJLX6RVfANKuOIoZ6x6lH8J3,masculino,active,3/4/2021,processingSubscription,38,11,SP,monthly,2/4/2021,2/9/2021,madePackage-0
AE8jRhF8v1Voq1WHpg15BYjL9AH2,masculino,active,3/2/2021,cancelRequested,21,11,SP,monthly,11/26/2020,12/1/2020,madePackage-0
AFVtHOpAZwWCIAIpFy8Hd4kqxaG2,feminino,active,2/9/2021,processingSubscription,35,13,SP,monthly,12/9/2020,,customPackage
AFWO8M5UqxYn8rADQT2sXwDT69l2,masculino,canceled,1/25/2021,cancelRequested,27,11,SP,weekly,10/5/2020,,customPackage
AGNQUHd4LbMhziNxQMWMw12fBwf2,masculino,canceled,2/17/2021,cancelRequested,41,11,SP,weekly,1/18/2021,,customPackage
AGkvw0g3r3hcMuNbI7lUOxS6gOO2,masculino,active,3/2/2021,processingSubscription,25,11,SP,monthly,3/12/2020,,customPackage
AIKF7IaHYdQLfpfwzwaKZemh5c52,masculino,active,2/13/2021,processingSubscription,25,16,SP,monthly,11/13/2020,,customPackage
AId48pBXlKRNbZk2oeKzuSbOHfJ3,masculino,active,2/17/2021,processingSubscription,19,11,SP,monthly,12/17/2020,12/22/2020,customPackage
AIi9sVLl9ecuC2EQ3gkcuugnQdf2,masculino,active,3/6/2021,activationComplete,47,16,SP,monthly,3/5/2021,,madePackage-0
AJxUHfqiv4Q0ujTm2c8iTx42GmO2,feminino,canceled,3/6/2021,cancelRequested,42,16,SP,monthly,1/21/2021,,customPackage
AKBWMbMF4SfVDxRInSZgRWDkzce2,masculino,canceled,1/25/2021,cancelRequested,50,13,SP,monthly,11/18/2020,,customPackage
ALrYezewDoMbbqGwJHTcWnUlfZv2,masculino,paused,12/12/2020,paymentFailedSubscription,25,11,SP,weekly,12/2/2020,12/5/2020,customPackage
AMRDHIhqdDbRr84DIP8ZNezoxQ12,masculino,active,2/16/2021,paused,44,11,SP,monthly,2/6/2021,,customPackage
AMd3HWiLfePQ4LioaWIKQeixaDN2,masculino,active,3/5/2021,activationComplete,18,44,PR,monthly,3/5/2021,,customPackage
AMnTEQWRcDQkj5t23HV3PNKVXDL2,masculino,active,2/17/2021,processingTopUp,28,61,DF,monthly,11/12/2020,,customPackage
APIH9WimaTZGi8XB2YMvAntt1PO2,masculino,active,2/28/2021,processingSubscription,21,19,SP,monthly,10/29/2020,,customPackage
AQHsFLy7ipYD9SxAEjCLjOmukUK2,masculino,active,2/20/2021,processingSubscription,24,11,SP,monthly,11/20/2020,11/25/2020,customPackage
AQtuK5q3dQgWtjKB0aTwLRR4ed43,masculino,active,3/5/2021,processingSubscription,21,45,PR,monthly,2/5/2021,,madePackage-1
ARP2P5VaBPOVHEqWqYespXRc5AI3,masculino,cancelRequested,3/2/2021,paused,20,62,GO,weekly,11/9/2020,,customPackage
ASRfwtKgfwbDt02byTvIKmICACv2,masculino,paused,12/29/2020,paymentFailedSubscription,30,18,SP,weekly,12/19/2020,,customPackage
ASRuMkqHoZh7d7gnAnIOhUb312w2,masculino,active,3/4/2021,processingSubscription,20,11,SP,weekly,9/3/2020,9/9/2020,customPackage
ASmFK5AhfhROmPrjd5aeI8ZRqjF2,masculino,active,3/3/2021,processingSubscription,37,11,SP,weekly,8/26/2020,,customPackage
AVIQYgaUWXaPFuQxEwJL597CCMn2,masculino,active,2/23/2021,processingSubscription,35,19,SP,monthly,10/23/2020,10/28/2020,customPackage
AWAHUXXiIFUWmdKzOF9eIjkyYOW2,masculino,active,2/21/2021,processingSubscription,25,11,SP,monthly,9/22/2020,,customPackage
AWGwZA8NxMNycZ5bquXrDfEJtca2,masculino,active,3/2/2021,processingSubscription,24,11,SP,monthly,9/24/2020,10/1/2020,customPackage
AY8UACLrkphHwSzXjzJ8yRgOwXU2,feminino,active,3/4/2021,processingSubscription,20,16,SP,weekly,8/19/2020,,customPackage
AYKkKr1v07ZyrJ1eplWnoIZbxcU2,feminino,active,3/7/2021,processingSubscription,48,19,SP,monthly,9/1/2020,9/10/2020,customPackage
AYwk05KgWmcMXQeboI8B8Kg5x4w1,masculino,active,2/26/2021,processingSubscription,29,11,SP,monthly,1/26/2021,,customPackage
AZZdcyidoacZsUKuHcELMeLHo4g1,masculino,active,2/10/2021,activationComplete,23,15,SP,monthly,2/10/2021,,customPackage
AZudMNF6lfgMOuH47dlZCIKddg92,feminino,active,2/27/2021,paused,15,19,SP,monthly,8/13/2020,,customPackage
AZyhradUyvUcbFrqGFD0QXVbVUd2,masculino,active,3/7/2021,processingSubscription,37,11,SP,monthly,11/8/2020,11/11/2020,customPackage
AaRIy7URtcPwDc0KH73p7UsWZtn1,masculino,active,2/28/2021,processingSubscription,63,11,SP,monthly,9/2/2020,,customPackage
AbTww6pDxVf4XlI8KcVjUMmnAWp1,masculino,paused,1/12/2021,active,30,12,SP,monthly,11/12/2020,,customPackage
AbdmDYSON2bGfEF59Mo7kWKB1Rw2,masculino,active,2/14/2021,paused,24,61,DF,monthly,11/26/2020,,customPackage
AbzoKbj5IAeT6bXlXnfArcakaMQ2,masculino,active,3/4/2021,processingSubscription,25,11,SP,monthly,11/20/2020,,customPackage
AcaJUmsEdhYDIpC8c3eeYkatxFC3,masculino,canceled,12/18/2020,cancelRequested,16,17,SP,weekly,8/9/2020,,customPackage
AchlaRXAiHcnOv3NHq1wrImhzl22,masculino,active,2/10/2021,activationComplete,26,61,DF,monthly,2/10/2021,,customPackage
Ad96BGQ8cKdaTvOMbqzP8D0FDOX2,masculino,paused,3/8/2021,paymentFailedSubscription,21,14,SP,monthly,11/5/2020,,customPackage
AdFgIUq9ezMQMsQCoXx28ccrqx33,feminino,paused,1/14/2021,paymentFailedSubscription,27,11,SP,weekly,9/28/2020,,customPackage
AdWXckn2LsfGv6vfKJeg6uTMlzI3,feminino,active,2/24/2021,processingSubscription,34,13,SP,monthly,11/30/2020,,customPackage
AdX0JaU4I3PMFuQEqnpnqkBTZq72,feminino,paused,2/2/2021,active,28,11,SP,weekly,1/12/2021,,customPackage
Adah1DkzFZXD1rthozDwOCOF9x33,masculino,canceled,2/28/2021,cancelRequested,19,11,SP,weekly,10/28/2020,,customPackage
AdsHNs4ow4fbTTi0U0HaY3LHZgw2,masculino,canceled,1/5/2021,cancelRequested,33,62,GO,weekly,12/17/2020,,customPackage
AeOnwpTPFzSzLeBmyTu3pZSRu5C2,masculino,canceled,12/18/2020,cancelRequested,19,16,SP,weekly,10/14/2020,,customPackage
Ah6X93HBXkgY1tLGGNFLh3Nmd5I2,masculino,active,3/5/2021,processingSubscription,22,64,GO,monthly,2/5/2021,,customPackage
AiGvxtgBgxNvDrIdQCv8jxKbl7V2,feminino,active,2/28/2021,processingSubscription,25,11,SP,monthly,10/15/2020,,customPackage
AkbCRLAzNZQQZtZoHBnHB4laZhr2,masculino,canceled,12/18/2020,cancelRequested,29,11,SP,weekly,8/3/2020,,customPackage
An9bJelPaOPABFlNu4wnjQ3VesO2,masculino,active,2/24/2021,activationComplete,30,21,RJ,monthly,2/24/2021,,customPackage
AodtrBOjfKS1LTdhfMcSdPzOdbo2,masculino,active,2/26/2021,processingSubscription,29,21,RJ,monthly,1/27/2021,1/30/2021,madePackage-1
Aq8F5JZzx5PL8QClZaB4iIysRyA3,masculino,active,2/10/2021,paused,27,19,SP,monthly,11/6/2020,,madePackage-0
AqxYr2jxldfQzvzM3t6j5zcFBQp1,masculino,active,2/18/2021,activationComplete,39,11,SP,monthly,2/18/2021,,customPackage
Ar3ksWpIyea0MopKEEhUwbP85uG2,masculino,active,3/2/2021,processingSubscription,29,19,SP,monthly,7/30/2020,8/4/2020,madePackage-0
As8vpxb6OKXY1A6dp4MUJ8SfPtu2,masculino,active,2/10/2021,paused,19,11,SP,monthly,12/6/2020,,customPackage
AsbfQDWZked3cxqqPFucwl2HKUk1,masculino,canceled,3/5/2021,cancelRequested,30,11,SP,weekly,9/28/2020,,customPackage
AtNqAOeh7VVfStoZ9D7QtJm51wc2,masculino,canceled,12/18/2020,cancelRequested,28,15,SP,weekly,8/13/2020,,customPackage
Au2Ad80UDwXxompROFQ6io2RQQI2,masculino,paused,12/24/2020,paymentFailedSubscription,31,12,SP,weekly,12/14/2020,12/17/2020,customPackage
AuTi2vOj94a5FH1JMvuhuIMmkmR2,não binário,paused,3/8/2021,paymentFailedSubscription,23,12,SP,monthly,12/11/2020,12/16/2020,customPackage
Auca40J26KPYOO1gBxeidUXYPT53,masculino,active,2/18/2021,processingSubscription,20,12,SP,monthly,1/18/2021,,customPackage
AvXyNaEBdpUiQDztqibWuZLpY9g1,feminino,active,3/2/2021,processingSubscription,24,11,SP,monthly,8/3/2020,8/6/2020,customPackage
Aw9YIi1iJsXdI5XuAPLeYRLbr4E2,masculino,active,3/2/2021,processingSubscription,23,16,SP,weekly,7/17/2020,7/23/2020,customPackage
AwRx6QgYFgZcgKUjEHShedx0XNG3,masculino,canceled,12/18/2020,cancelRequested,19,15,SP,weekly,9/29/2020,,customPackage
Ay33iKtf9wh6OFnNdPgqAybCMBJ2,masculino,active,3/4/2021,paused,29,12,SP,monthly,1/25/2021,2/13/2021,customPackage
AyCtsH0pmjPHmla4ER6EMmX7Q4X2,feminino,active,3/3/2021,processingSubscription,50,16,SP,monthly,2/4/2021,2/9/2021,customPackage
AzyxXir2sURCCTUAG6buBvSTOCJ2,masculino,paused,3/5/2021,active,28,19,SP,weekly,9/19/2020,9/24/2020,customPackage
B0GtKQa0cJXPer8eJJRNX20tGUD2,feminino,paused,1/8/2021,paymentFailedSubscription,54,11,SP,monthly,11/5/2020,11/10/2020,customPackage
B0qOFFlTQsgh1gJMCttMfhQve8A2,masculino,active,3/7/2021,processingSubscription,36,11,SP,weekly,5/31/2020,6/11/2020,customPackage
B2sU6K6AxAYzO0BZQkQ0qDls9Dz1,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,7/29/2020,,customPackage
B3HgApJR9kMfVAkvDGLklNfLuG32,masculino,paused,1/11/2021,canceled,28,17,SP,monthly,12/11/2020,,customPackage
B3W9KgCBNBYGvNuN8yspnokNfdi2,masculino,active,2/22/2021,processingSubscription,21,15,SP,monthly,7/30/2020,,customPackage
B4OAobrIKOVLV0TkfdAx7sJXg262,masculino,active,3/4/2021,processingSubscription,31,11,SP,weekly,3/3/2020,,customPackage
B5Niqk8lUzg8c2M2eKerNEDA2kq2,prefiro não dizer,cancelRequested,2/27/2021,paused,24,11,SP,weekly,11/20/2020,,customPackage
B5qPO9iPajdsXDxWswkMaYvhhue2,masculino,active,2/23/2021,activationComplete,43,16,SP,monthly,2/23/2021,,customPackage
B6EowGWUvifiKz8ffTRPLYqPlys2,masculino,canceled,12/18/2020,cancelRequested,32,11,SP,weekly,8/23/2020,,customPackage
B7ab0kmAwqWS25TCW8XgRgaweQj2,feminino,canceled,12/18/2020,cancelRequested,29,11,SP,weekly,6/29/2020,,customPackage
B7ggQh5rCMXXv8gdYpyUnqe8V4G2,feminino,active,3/5/2021,processingSubscription,25,19,SP,monthly,7/18/2020,7/20/2020,customPackage
B7j9V78hSydNcEAxFEThuxe4e773,feminino,canceled,12/31/2020,cancelRequested,26,17,SP,weekly,8/21/2020,,customPackage
B8JRA4IUTOQzAd003eAoqCIyZdo2,masculino,active,3/4/2021,processingSubscription,25,16,SP,weekly,8/6/2020,,customPackage
B8qcOErndSZ4Jp9uP6FPj5bVGKs1,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,7/31/2020,8/5/2020,customPackage
BA4oJUjKA6dw2XHn5VabOeYLomh2,masculino,active,2/16/2021,activationComplete,38,11,SP,monthly,2/16/2021,,customPackage
BBTVZaajZog77RfCmC1r9fHVrZ33,masculino,cancelRequested,2/25/2021,paused,26,18,SP,monthly,10/26/2020,,customPackage
BCEsc9oj9vafZphQpe9212VTQjz1,masculino,active,2/24/2021,processingSubscription,29,62,GO,monthly,11/24/2020,,customPackage
BCYX8AeOFxNhiaeelfZq3SKfJuM2,masculino,active,2/11/2021,processingSubscription,31,11,SP,monthly,12/10/2020,12/15/2020,customPackage
BCYZMiUyZhYq8q5wd6UNBVhuulm1,feminino,active,3/3/2021,processingSubscription,24,11,SP,weekly,10/14/2020,10/20/2020,customPackage
BDe846UrdyfGsVXseXiieZKQYRl2,masculino,paused,2/4/2021,canceled,22,17,SP,weekly,9/16/2020,,customPackage
BEshA1gHwaT8fur7ZgR3alXq2mN2,masculino,active,2/23/2021,activationComplete,24,11,SP,monthly,2/23/2021,2/26/2021,madePackage-1
BFhqT6dpCichVAC2qUYYdIeNWWi2,masculino,canceled,12/18/2020,cancelRequested,27,12,SP,weekly,7/31/2020,,customPackage
BG2Pf8eP2MacMPbQytkaddVAJmZ2,masculino,canceled,2/1/2021,cancelRequested,19,11,SP,weekly,10/12/2020,,customPackage
BHGi1lWFC8cRDv2aGS0n8z0j8q32,masculino,canceled,12/31/2020,cancelRequested,21,19,SP,weekly,8/31/2020,,customPackage
BIqGXKVXzWQ0hthMNGYKtdPMUzo1,feminino,paused,2/9/2021,active,23,11,SP,weekly,4/19/2020,,customPackage
BJpiujPQaVMO7Txejjx6NLCBnnv2,masculino,active,3/5/2021,processingSubscription,35,15,SP,monthly,11/5/2020,11/10/2020,customPackage
BJyjtvtBieVULimPvdgjhT22XSu2,feminino,active,2/28/2021,processingSubscription,25,19,SP,monthly,1/28/2021,2/11/2021,madePackage-0
BKHlkuafldf51vm3XqQIW7i0GdJ3,feminino,canceled,12/31/2020,cancelRequested,32,11,SP,weekly,8/25/2020,,customPackage
BKnzjy26CnU6jaUGi9o9wslkh6D2,masculino,paused,12/30/2020,active,24,11,SP,weekly,9/30/2020,,customPackage
BL6774blkTdmyLQYgJzv1fj4ZOm1,masculino,canceled,1/5/2021,cancelRequested,21,11,SP,weekly,9/15/2020,,customPackage
BLW5pknnsUaZtK6DgGaBCO4EDZs2,masculino,active,3/2/2021,processingSubscription,57,16,SP,monthly,2/2/2021,,customPackage
BLd1RrEFZmbkIYxD6VDWbKfZSK22,feminino,active,3/2/2021,processingSubscription,25,11,SP,monthly,12/2/2020,12/5/2020,customPackage
BM14aebrlzczcwrgUToFIi6G7X62,masculino,canceled,2/26/2021,cancelRequested,24,11,SP,weekly,8/3/2020,,customPackage
BMjyzF2DIkcahLBkVgFJ6sXr90Z2,masculino,paused,1/5/2021,paymentFailedSubscription,22,18,SP,monthly,12/2/2020,,customPackage
BNBvL0D62hXkoJbJlGSXvTAFuQ42,masculino,paused,3/2/2021,canceled,49,43,PR,monthly,2/1/2021,2/4/2021,customPackage
BP9TMHMIDXUYLTZDuAV1Y5t7XWf1,masculino,canceled,1/5/2021,cancelRequested,26,11,SP,weekly,6/30/2020,,customPackage
BPUk9VBYnTSnB0zTeUj2EPT6v0v1,masculino,canceled,3/1/2021,cancelRequested,34,12,SP,weekly,10/17/2020,,customPackage
BQMmrlYfQDeLtNeHmS2tj9PwrAx1,masculino,paused,2/25/2021,paymentFailedSubscription,35,11,SP,weekly,12/14/2020,,customPackage
BQjiDuoceJUkc4UlKwvx0r2KIQk1,masculino,active,3/3/2021,processingSubscription,23,11,SP,weekly,3/26/2020,,customPackage
BTCrThXDHBaMcgZW8Oi2J7n63NR2,masculino,active,2/15/2021,processingSubscription,24,16,SP,monthly,7/12/2020,,customPackage
BUhyJW22KGPViRvIGUq8bRJnpl02,feminino,paused,1/2/2021,canceled,19,12,SP,monthly,12/2/2020,,customPackage
BUnAmnNHNZNAIbrK7tqyEpDX2C13,feminino,canceled,2/15/2021,cancelRequested,30,11,SP,weekly,8/3/2020,8/6/2020,customPackage
BVeJ9KiDHqdeCUqPnkEDsZXm4At2,masculino,active,3/5/2021,processingSubscription,27,11,SP,weekly,8/28/2020,9/2/2020,customPackage
BXdlPwqVPRgYw1ppuaMQRVncF4p1,masculino,canceled,2/28/2021,cancelRequested,27,11,SP,weekly,10/9/2020,,customPackage
BYQzeeo3fhhua5HVzZEql7kkWlT2,masculino,active,2/22/2021,processingSubscription,20,17,SP,monthly,1/22/2021,,madePackage-1
BZOwsfSA5FQmtqhpi2WgWiqQnmD2,masculino,cancelRequested,2/26/2021,active,26,19,SP,monthly,1/21/2021,1/26/2021,madePackage-0
BZUB1Y9IXOR722fJzirHQYoYNrn2,masculino,canceled,12/18/2020,cancelRequested,44,11,SP,weekly,4/14/2020,,customPackage
BZnKQSucB2VOcni44KWN1bNakwk1,masculino,active,2/25/2021,paused,23,19,SP,monthly,1/21/2021,,customPackage
BaTi2KsaSPhu4X3izHUFXpoPWJ82,masculino,active,2/28/2021,processingSubscription,48,11,SP,monthly,7/6/2020,7/15/2020,madePackage-0
Bcp18kYpubbvFP0TtoASWlFOJAF2,masculino,active,3/2/2021,processingSubscription,20,12,SP,weekly,10/6/2020,10/20/2020,customPackage
BdCyYhlctRhpnWlPRto59GV2Nx12,masculino,active,3/5/2021,processingSubscription,22,19,SP,monthly,11/5/2020,,customPackage
BdlClLuhmiPpMyakpsBZB0ZzMW42,masculino,active,2/21/2021,processingSubscription,31,31,MG,monthly,1/21/2021,,customPackage
Bdz9JDC1FFcIB5g14tofRIqxf7n1,masculino,canceled,12/18/2020,cancelRequested,18,13,SP,weekly,11/3/2020,,customPackage
BeB6lg3bAFW2Vq0msMCwlXqP9qh1,masculino,active,3/5/2021,processingSubscription,22,13,SP,monthly,12/4/2020,,madePackage-0
BgE41SQaXfPBC72jUxNnZ2L6UKc2,masculino,active,2/18/2021,activationComplete,47,35,MG,monthly,2/18/2021,2/24/2021,madePackage-1
Bh9u4y57MUTwkttzwdDfLMElsSQ2,masculino,cancelRequested,2/28/2021,paused,33,11,SP,weekly,11/22/2020,11/25/2020,customPackage
Bii5y0pOHocoaqTHd3YigdsuXo12,masculino,active,2/20/2021,processingSubscription,33,12,SP,monthly,1/20/2021,,customPackage
BjOgxfi6jchmrhZDfmWURT3n2u53,feminino,paused,1/28/2021,paymentFailedSubscription,23,62,GO,monthly,11/25/2020,11/28/2020,customPackage
BjiPn1M16Hf2LoGLqjOQQlsnB3m2,masculino,paused,2/17/2021,active,22,19,SP,monthly,10/15/2020,1/5/2021,customPackage
Bk4NGH73zdXfFfcTBoJ0zf6GrRj2,masculino,active,2/19/2021,processingSubscription,25,19,SP,monthly,9/4/2020,10/1/2020,customPackage
BlFaU1yzcdMyQMoloIMlCkZpik42,feminino,active,2/9/2021,processingSubscription,51,13,SP,monthly,1/9/2021,1/13/2021,customPackage
Blkt1BIslbdEa4RDu3JRjlMRLYK2,masculino,active,2/11/2021,processingSubscription,21,19,SP,monthly,1/11/2021,1/14/2021,customPackage
BmwWQHidfsgEveesjCLRwgcsspi1,masculino,active,3/8/2021,processingSubscription,26,11,SP,weekly,11/30/2020,12/3/2020,customPackage
BnKnNH6XkFU5HMl8q1anLJEF6tR2,masculino,active,3/6/2021,processingSubscription,26,11,SP,weekly,8/20/2020,,customPackage
Bo6292JzMWWA9PDei8LZnj9GZiH2,masculino,paused,1/1/2021,paymentFailedSubscription,19,19,SP,weekly,9/24/2020,,customPackage
BoTdRliGplcoIuTnO9MhfNVyIAQ2,masculino,active,3/5/2021,processingSubscription,25,16,SP,weekly,7/31/2020,,customPackage
BolPyD6pmmPlzNAvyoJTK881UM03,feminino,canceled,1/14/2021,cancelRequested,18,16,SP,weekly,8/26/2020,8/31/2020,customPackage
BqHETv0tCibxgnenpHrENd0Dhzm1,masculino,active,2/19/2021,processingSubscription,28,12,SP,monthly,1/19/2021,1/22/2021,customPackage
BrOsRib53jYs07pFAMqMze9KyLC3,masculino,active,3/5/2021,activationComplete,23,41,PR,monthly,3/5/2021,,customPackage
Bti7kW2DOfe3C1wOgbhJtDJqMG33,masculino,paused,1/6/2021,paymentFailedSubscription,23,11,SP,weekly,10/26/2020,,customPackage
BtmffoKDjpS8xNS2Q1Tf1wQClGx1,feminino,active,3/5/2021,processingSubscription,40,17,SP,weekly,12/18/2020,,customPackage
Bu9ij6EFKugt9UimTU8QNxmjr692,masculino,active,3/5/2021,activationComplete,22,32,MG,monthly,3/5/2021,,customPackage
BuCfNZt8uteut1VFkmuHRX19nP93,masculino,canceled,1/10/2021,cancelRequested,24,11,SP,weekly,7/29/2020,,customPackage
BuFT7lzIdqTPFWGPuWIihWd5Phs1,masculino,active,3/2/2021,processingSubscription,26,19,SP,weekly,7/29/2020,,customPackage
BxLRUztkYVSNve6Nw018xWG9Y9H2,masculino,canceled,2/25/2021,cancelRequested,22,18,SP,weekly,11/5/2020,,customPackage
BxLmV9PTG8hEqcPGNm1MRI3EtGw2,masculino,active,3/3/2021,activationComplete,21,18,SP,monthly,3/3/2021,3/6/2021,madePackage-0
ByNKFNiElDgqsRXWX4lpCOGURam2,feminino,active,3/8/2021,processingSubscription,25,16,SP,monthly,8/27/2020,9/1/2020,customPackage
C0fMxiRt3ygoxpsxAGH8jR1iJDn1,masculino,active,2/28/2021,processingSubscription,30,11,SP,monthly,11/24/2020,,customPackage
C0j2xHINBtOBBuTDpeWLuDgVVx52,masculino,active,2/16/2021,processingSubscription,28,11,SP,monthly,9/8/2020,9/14/2020,madePackage-1
C13tvT8AQ8fMDL5n9X0BjVE2Dzt2,feminino,paused,2/24/2021,canceled,26,16,SP,monthly,1/24/2021,,customPackage
C1d1bB1gPXgy4tYbCykvvJa0iRg1,masculino,paused,1/16/2021,active,28,61,GO,monthly,12/17/2020,,customPackage
C1dTysg48ZUuHodGnmnSLYeFAV23,masculino,cancelRequested,2/25/2021,active,21,21,RJ,monthly,2/11/2021,,madePackage-0
C2lICp89kIQ4brj3Z2E3wzy90dB2,masculino,active,2/11/2021,activationComplete,31,35,MG,monthly,2/11/2021,,customPackage
C2sB7jpi7pQQ4yKm6bnTxe2nASJ2,feminino,cancelRequested,12/1/2020,paused,32,11,SP,weekly,3/9/2020,,customPackage
C3zUOc7gcRNiVhRkUpK8GEzJJJD2,feminino,active,3/2/2021,processingSubscription,22,19,SP,weekly,7/28/2020,,customPackage
