uid,gender,status,statusUpdatedAt,statusPrevious,age,areaCode,state,recurrence,activation date,end portability date,current package
jwj5UfalfBPvzlK1gQsZosCoE3g1,masculino,active,2/23/2021,activationComplete,26,11,SP,monthly,2/23/2021,2/26/2021,madePackage-1
jwmXnYJLn2OY4pKWBbFJkM3TOvY2,masculino,active,3/2/2021,processingSubscription,30,11,SP,monthly,3/27/2020,4/23/2020,customPackage
jx5iTQNQgNftgiy36RKq3lkwWSY2,feminino,canceled,1/20/2021,cancelRequested,27,19,SP,weekly,12/9/2020,12/12/2020,customPackage
jxMKyVaujiRsHpjjwiT0kaz3Leu1,masculino,active,3/2/2021,activationComplete,23,24,RJ,monthly,3/2/2021,,customPackage
jxUbbrISW1cGZ6YUVgOo6C06aRJ3,feminino,cancelRequested,2/28/2021,active,20,16,SP,monthly,2/28/2021,,customPackage
jypkXbcAseVqjhwh3XRHIL6JYa82,feminino,active,2/25/2021,processingSubscription,79,18,SP,monthly,11/24/2020,11/27/2020,customPackage
jzaruookXXavkRVohy9cCeMX9am1,masculino,active,2/12/2021,activationComplete,20,34,MG,monthly,2/9/2021,2/12/2021,madePackage-0
k01z0KpBhOUMTZdZ8XzC9RWB5my2,masculino,paused,2/17/2021,active,26,24,RJ,weekly,1/27/2021,,customPackage
k0wAXxbwAmNHUHD6yB40zaYjLh22,feminino,active,3/8/2021,processingSubscription,20,13,SP,weekly,10/12/2020,,customPackage
k3cSbIeTggWbFwIs4r34kAZlPxs1,feminino,active,2/12/2021,paused,61,17,SP,monthly,12/23/2020,12/30/2020,customPackage
k4QELm8veyfMn6ILTn1St0M8zQ23,masculino,active,3/5/2021,processingSubscription,28,11,SP,weekly,7/31/2020,,customPackage
k66r32NmvnaeDa6FDURd0aR6d722,masculino,active,3/7/2021,processingSubscription,27,11,SP,monthly,8/28/2020,9/2/2020,customPackage
k6a5SHpVhuf143haqmhkuPeYj4a2,masculino,active,2/28/2021,processingSubscription,32,13,SP,monthly,1/29/2021,,customPackage
k7qj8okTENcuicbwEpHGhOZP1IE2,masculino,active,3/4/2021,activation,43,61,DF,monthly,3/4/2021,,madePackage-1
k8BiWJvTZnXHaStuxhAoVZ11dqD3,feminino,active,3/3/2021,processingSubscription,30,16,SP,monthly,9/15/2020,9/18/2020,customPackage
k8FiB4RSqWY19YGKy38SlS64jW22,feminino,active,2/27/2021,processingSubscription,64,13,SP,monthly,1/27/2021,,madePackage-0
k8iLS4TAbWUH4bK7NX0ZsKy1MBQ2,masculino,active,2/22/2021,processingSubscription,32,11,SP,monthly,12/22/2020,,customPackage
k8rfkx8OfQPEIBLCsgDlJget9243,masculino,paused,12/20/2020,paymentFailedSubscription,32,11,SP,monthly,11/17/2020,11/26/2020,customPackage
k9702mTvKYSYXhbU2w3c4S55L8s1,masculino,active,2/17/2021,processingSubscription,25,11,SP,monthly,12/17/2020,12/22/2020,customPackage
k9aFndFljBQJU8rWQHi9518pqss2,masculino,active,2/11/2021,activationComplete,31,11,SP,monthly,2/11/2021,,customPackage
k9q4GKF2lEgJwEcZe9y9vAqLcJF2,masculino,active,2/13/2021,activationComplete,32,11,SP,monthly,2/13/2021,,customPackage
kAnqclCd8hTciFEhEQmdOz0WMy33,feminino,active,2/25/2021,paused,32,31,MG,monthly,1/21/2021,1/26/2021,customPackage
kBXZ3YNPzeM6m3nDzcSqw655AMB2,masculino,paused,2/4/2021,active,21,19,SP,weekly,7/30/2020,,customPackage
kBxgoEU8cvaJaa1eZPkHTECclbv1,masculino,active,3/5/2021,activationComplete,21,41,PR,monthly,3/5/2021,,madePackage-0
kCYoaZApTfgRxepmLfj3LoEijvm1,masculino,active,3/5/2021,processingSubscription,41,14,SP,weekly,2/5/2021,,customPackage
kDsKQJhbGzOg6eq5NcxbbWLY6Jw1,masculino,canceled,2/26/2021,cancelRequested,34,41,PR,weekly,1/26/2021,,customPackage
kEm39tUX3kYVul7VX7oM6paHQyp1,feminino,active,2/19/2021,processingSubscription,24,14,SP,monthly,10/19/2020,10/23/2020,customPackage
kFE0Oo9EeWeLx3ArLfNdqEhBX1M2,masculino,active,2/15/2021,activationComplete,31,34,MG,monthly,2/15/2021,2/19/2021,madePackage-0
kFibR4zsCCeYZOiVWOJ3D7Q2g3o2,feminino,active,2/19/2021,processingSubscription,27,11,SP,monthly,9/3/2020,,customPackage
kFwTXGtOGRRuLC0izYxRjZt7eGY2,masculino,canceled,2/16/2021,cancelRequested,25,11,SP,weekly,7/29/2020,,customPackage
kHp2539qsiSwR5Ufu2zr4fyWQ7H2,masculino,canceled,2/21/2021,cancelRequested,22,62,GO,monthly,10/30/2020,,customPackage
kIHfDajmw9dRzD3bEvTuJb4eLTK2,masculino,active,2/14/2021,processingSubscription,26,19,SP,monthly,11/14/2020,,customPackage
kIYAfxxaivTSpB3GTJ4olDz8nPE3,masculino,active,2/17/2021,activationComplete,27,16,SP,monthly,2/17/2021,,customPackage
kIyWQEuajGUSfQsoiPoc8iHORzq1,masculino,active,2/23/2021,paused,24,62,GO,monthly,2/12/2021,,madePackage-1
kLUeVf2He0WHB7Cdd8UN43etOyC2,feminino,canceled,12/18/2020,cancelRequested,49,16,SP,weekly,8/23/2020,,customPackage
kLaTmm3s3PhA4WMh9pHQHzgL0aF2,masculino,active,3/3/2021,processingSubscription,24,11,SP,weekly,11/11/2020,,customPackage
kMmqtNTTa1antY3D23d8mhYeAes2,masculino,paused,12/24/2020,paymentFailedSubscription,19,13,SP,weekly,11/9/2020,11/12/2020,customPackage
kNIzy8Rp3PZw1ZxwXjU9wuefDhr1,masculino,active,2/18/2021,processingSubscription,22,11,SP,monthly,11/17/2020,11/20/2020,customPackage
kQSbF2wc2oP0Cfr4ta8S8Wm60l73,não binário,paused,12/15/2020,paymentFailedSubscription,21,19,SP,monthly,9/5/2020,,customPackage
kTNwXWWXh4R3tfxzXOVPhnnFqNo2,masculino,active,3/7/2021,processingSubscription,25,11,SP,weekly,7/31/2020,,customPackage
kVFPdZgNucTX9xBo0LX0CV94SR32,masculino,active,3/5/2021,processingSubscription,27,64,GO,weekly,2/5/2021,2/11/2021,customPackage
kVP3YipDJEfzR5B6lDDUcQPg84l2,feminino,paused,2/24/2021,paymentFailedSubscription,43,11,SP,monthly,1/21/2021,,customPackage
kWfV5Fu87hN3MDm7cZpsKQXa6Op1,feminino,active,2/23/2021,activationComplete,52,61,DF,monthly,2/23/2021,2/26/2021,customPackage
kX0qx7mhUVT6qms0vBosKGls3Ex1,feminino,active,2/18/2021,activationComplete,42,11,SP,monthly,2/18/2021,,customPackage
kYw0TPsu91TEGfrXf1g7bBqiGto2,masculino,active,2/11/2021,paused,44,16,SP,monthly,10/28/2020,,customPackage
kZ701ZgY45Va3PzlGN6xMC3DPsG3,masculino,active,3/2/2021,processingSubscription,59,11,SP,monthly,6/1/2020,7/23/2020,customPackage
kaiIveN6bAVlSGgsEnguHtdGMom1,masculino,active,2/16/2021,processingSubscription,20,11,SP,monthly,4/27/2020,,customPackage
kaoGzrDO8xgYf0lvf3LRsvS8SrB3,masculino,active,2/11/2021,activation,19,41,PR,monthly,2/11/2021,2/18/2021,madePackage-1
kbAC6DmZ88hppHMtUNH33ivHN5g2,masculino,active,3/7/2021,processingSubscription,22,17,SP,weekly,7/31/2020,,customPackage
kdRFqy2X0wRXG6WgqY7mCO9M4Gy2,feminino,active,2/26/2021,processingSubscription,53,31,MG,monthly,1/26/2021,,customPackage
kdUNE74SVWORREVgFruba5D4i6R2,masculino,active,3/1/2021,activationComplete,23,21,RJ,monthly,3/1/2021,3/4/2021,madePackage-0
kg9lWV8nz1bpj8KSIXuDPpIBtN33,masculino,active,2/16/2021,processingSubscription,44,11,SP,monthly,10/16/2020,,customPackage
kgkdi2VpqdWG4C2Sscn3xYrEmpD2,masculino,active,2/18/2021,paused,18,11,SP,monthly,12/8/2020,,customPackage
kgtFP9oS3Xc13Cf5vgxxEUhEDLn1,masculino,canceled,12/31/2020,cancelRequested,29,18,SP,weekly,7/16/2020,,customPackage
kgyw7pavnofaa73YF90xFqqEBlx1,feminino,active,2/15/2021,processingSubscription,24,16,SP,monthly,12/25/2020,1/15/2021,customPackage
khgFQ0SAAwUToDNNZV3voSLHo393,feminino,paused,3/2/2021,paymentFailedSubscription,19,19,SP,monthly,12/27/2020,12/30/2020,customPackage
ki4eGXT004MxjTUucDF5JDBXdEi1,masculino,canceled,12/31/2020,cancelRequested,31,11,SP,weekly,8/14/2020,,customPackage
kjgFBoyvvdf3B307mT4zd5Oo0P03,feminino,cancelRequested,2/21/2021,paused,27,11,SP,monthly,10/21/2020,,customPackage
kk4LKtjwW9UK6qFzVimeS1ixmuu2,masculino,canceled,12/18/2020,cancelRequested,44,11,SP,weekly,8/16/2020,8/25/2020,customPackage
klqxP8ls2pSsXO3pdwcWsh62lQo1,masculino,active,3/5/2021,processingSubscription,34,15,SP,weekly,10/16/2020,2/12/2021,customPackage
kluXqXNrqBbVyPK4NANWm0SfGX13,masculino,paused,1/15/2021,paymentFailedSubscription,34,17,SP,monthly,12/14/2020,,customPackage
km95xSr94xZxiw7Z6EaQEA5hwzu2,masculino,paused,1/20/2021,active,21,15,SP,weekly,7/27/2020,,customPackage
kmN1JcyaLSg4VGgYgHcLlaP5WT13,masculino,cancelRequested,2/24/2021,paused,23,11,SP,weekly,10/27/2020,10/30/2020,customPackage
kp5tf3V7doSWTN8Cianqrhq5uv73,masculino,active,3/3/2021,paused,25,11,SP,monthly,7/28/2020,,madePackage-3
kpiD19nSzyUZ6fhEeZyjx3CFo1h1,masculino,paused,12/19/2020,paymentFailedSubscription,23,11,SP,weekly,12/9/2020,,customPackage
kpz2NNvplDYWsvvMrNFHAxQQGX43,masculino,paused,1/13/2021,active,23,11,SP,weekly,7/28/2020,,customPackage
kreAnt7ktHbRGwAEXoF7JlrKRuo1,masculino,active,2/11/2021,processingSubscription,26,11,SP,monthly,11/11/2020,11/14/2020,customPackage
ksB4KMur3DgQoGapqsI31RfjHVh1,masculino,active,3/5/2021,processingSubscription,22,16,SP,weekly,9/11/2020,,customPackage
ktMuwRGGeSYFh9ZgaR9ITgKHZWG2,masculino,active,2/11/2021,activationComplete,27,11,SP,monthly,2/11/2021,2/18/2021,customPackage
kuyadwahfaS8k5AEt9Ay8lrZIqF3,prefiro não dizer,active,2/24/2021,processingSubscription,32,11,SP,monthly,10/24/2020,,customPackage
kxUK4e1m4ogJVi7A8uvVj0a7Kw22,feminino,active,2/24/2021,processingSubscription,23,15,SP,monthly,7/30/2020,8/5/2020,customPackage
kxX4Eu1AhnZXrSxgCBFvSx7zCE23,masculino,canceled,12/18/2020,cancelRequested,26,11,SP,weekly,6/10/2020,,customPackage
kxjOULkLg5hPcXQn1zJTnAZzHKZ2,masculino,paused,3/5/2021,paymentFailedSubscription,24,19,SP,weekly,2/6/2021,,customPackage
kyn9uXVSEiRXhvxLEg8lANXZMxK2,masculino,canceled,12/31/2020,cancelRequested,39,11,SP,weekly,8/26/2020,,customPackage
kynJoKHKurYBKSyBP15cFhEzmIW2,masculino,active,3/2/2021,processingSubscription,30,13,SP,monthly,8/9/2020,,customPackage
l0zLUsBspXXLuFL2tuTUJvlTiTk1,masculino,active,2/25/2021,paused,33,14,SP,monthly,11/5/2020,,madePackage-0
l19VHTpx73MeokKMc2G7ihpeM7s1,masculino,canceled,2/26/2021,cancelRequested,30,64,GO,monthly,12/11/2020,,customPackage
l1UvQQQBVtPzx4I59oq56XpUMzE2,masculino,active,2/16/2021,paused,27,61,DF,monthly,12/9/2020,,customPackage
l1edVnUPp2WGliBSL5e9vHn0an72,masculino,active,2/11/2021,processingSubscription,29,11,SP,monthly,10/1/2020,10/6/2020,madePackage-0
l2e3YKbdzrMRM4HbsbhiGCZbLDc2,masculino,active,2/28/2021,processingSubscription,23,11,SP,monthly,7/3/2020,,customPackage
l2nAB36kKYcN1xH5MpQjMxACb0D2,masculino,active,3/4/2021,processingSubscription,26,62,GO,monthly,11/4/2020,11/7/2020,customPackage
l2yoeFLTFJWRXqv8HgyPuEZqXy32,masculino,active,3/3/2021,processingSubscription,57,11,SP,monthly,6/4/2020,6/22/2020,customPackage
l308yuV2QWWsFDJCqAXNbDLf5c93,masculino,active,2/19/2021,processingSubscription,26,16,SP,monthly,1/19/2021,,customPackage
l3MMOGjcEbSP5TtQ0jPBAU9sll02,masculino,active,2/13/2021,processingSubscription,21,11,SP,monthly,11/13/2020,1/28/2021,customPackage
l3a5wzJ3RPUpDPz4Isd8J1IdJYE3,masculino,active,2/24/2021,processingSubscription,24,17,SP,monthly,11/1/2020,,customPackage
l5r5Sybrb5NV19drw9NvcSMXsZ62,masculino,active,2/13/2021,processingSubscription,34,11,SP,monthly,11/13/2020,,customPackage
l6U13bw804enJE0fCqMscHfujL93,feminino,active,3/4/2021,activationComplete,22,31,MG,monthly,3/4/2021,,customPackage
l6vV3wXAqmPELbYRHJaknuCNhm13,feminino,canceled,12/18/2020,cancelRequested,28,19,SP,weekly,9/2/2020,,customPackage
l8uBoPHo1VSsPcszCfmLlsiAUUN2,masculino,active,2/11/2021,processingSubscription,35,11,SP,monthly,11/11/2020,11/14/2020,customPackage
l8zq4jdbBOYXYGgjD8Td8mtKlPf2,masculino,active,3/8/2021,processingSubscription,30,16,SP,weekly,7/20/2020,7/24/2020,customPackage
l9haiEVvvmP9gLZDbcvAJmXe8Gy2,masculino,active,2/24/2021,activationComplete,19,11,SP,monthly,2/24/2021,2/27/2021,madePackage-1
l9uSMlROx2cTuYdLAKRoRMrdaZT2,masculino,active,3/7/2021,processingSubscription,20,11,SP,monthly,9/9/2020,9/15/2020,madePackage-1
lBfHzgCdVUU5XPcy3r3Y5Vb99gg1,masculino,canceled,12/18/2020,cancelRequested,18,18,SP,weekly,8/2/2020,,customPackage
lBzmvJ5NQ9ZjYucjPdhJwhgfr5r2,masculino,paused,12/29/2020,paymentFailedSubscription,35,11,SP,weekly,11/17/2020,11/20/2020,customPackage
lC8slf8Y3eb6QhMkER889ou3eTE2,masculino,canceled,2/16/2021,cancelRequested,28,19,SP,weekly,8/11/2020,,customPackage
lCLa5pRkyPXrxzEoeWEz5N2wPx63,feminino,active,2/9/2021,processingSubscription,25,19,SP,monthly,1/19/2021,1/22/2021,customPackage
lCgD6xWsPAcDa582aCE3ke7qfeA2,masculino,cancelRequested,3/5/2021,active,32,62,GO,weekly,2/26/2021,,customPackage
lCp0lgp9p8SkCHPeIuP52aJ5L2z2,masculino,active,2/19/2021,activationComplete,33,21,RJ,monthly,2/19/2021,,madePackage-0
lCqqmaYfcOgShx0VgJ3QejX7Zrz2,masculino,active,2/21/2021,processingSubscription,28,11,SP,monthly,1/21/2021,1/26/2021,customPackage
lDjnyW50LoMgvRKFdyoxWl688rr2,masculino,active,3/4/2021,activationComplete,24,41,PR,monthly,2/27/2021,3/3/2021,madePackage-1
lE4jAbdye9XSur8l28wWQEPwPHs2,masculino,active,2/17/2021,activationComplete,32,16,SP,monthly,2/17/2021,2/20/2021,madePackage-1
lFDGOcQk7PWCqvxIi2FO1VMfY4D3,masculino,canceled,1/24/2021,cancelRequested,24,11,SP,weekly,12/20/2020,,customPackage
lGJFuGuU8vVKvs31yvNyY9i6PDf2,masculino,active,3/5/2021,processingSubscription,28,11,SP,monthly,2/5/2021,2/10/2021,customPackage
lGiKvbnoSdaSaC78LHXA4jqwqmB2,masculino,canceled,12/18/2020,cancelRequested,34,11,SP,weekly,7/31/2020,8/11/2020,customPackage
lGmidaLzZ9MRSSBXveALjrJu4qJ2,feminino,active,2/24/2021,processingSubscription,27,16,SP,monthly,9/22/2020,,customPackage
lH9mnmB9IFWLgiziZmudHpM1Cbw2,masculino,paused,2/12/2021,active,27,11,SP,weekly,10/23/2020,,customPackage
lHkndcOLfYY7wZJUPfFoQ92K7V73,feminino,active,2/18/2021,activationComplete,21,11,SP,monthly,2/18/2021,2/23/2021,madePackage-1
lI6mKtxVW0bqQuBtQJ5sqU0Q6xy2,masculino,paused,3/5/2021,active,21,62,GO,weekly,11/21/2020,,customPackage
lI79nY1udUS0w7x3TxY4ot30ctq1,masculino,active,3/6/2021,processingSubscription,25,11,SP,monthly,1/6/2021,,customPackage
lImODTeOrdTUrpBHiSz2sLATkI23,feminino,active,3/2/2021,processingSubscription,47,11,SP,monthly,2/3/2021,,customPackage
lJoL3DiZHGdjp3zXuHOWZDtZDuN2,masculino,canceled,12/18/2020,cancelRequested,24,11,SP,weekly,7/16/2020,,customPackage
lKsn9fzdq7PYxAN3pQVjkKBjNs82,masculino,paused,1/12/2021,active,26,11,SP,weekly,9/10/2020,,customPackage
lM1NQtVc8dOMHEAQBy3GxD2Qoa62,masculino,active,2/21/2021,processingSubscription,19,11,SP,monthly,12/14/2020,12/17/2020,customPackage
lM6RsTr5dog1gIcHjUenlqqfQHv2,masculino,active,3/2/2021,processingSubscription,30,13,SP,weekly,8/5/2020,8/8/2020,customPackage
lOCPpz1JGeXKDa6w6uOBTQCmZf82,masculino,active,2/28/2021,processingSubscription,18,62,GO,monthly,12/3/2020,2/19/2021,customPackage
lOyK5DC7o5XmC9rgLNJ3k5hSJ1W2,feminino,canceled,12/18/2020,cancelRequested,56,11,SP,weekly,8/3/2020,,customPackage
lQ6NMvQJfYQzvYZiVEgBzkjz5gD3,feminino,canceled,12/18/2020,cancelRequested,48,19,SP,weekly,11/23/2020,,customPackage
lQNW9lCS6ohB5d41bLc8Qt0zpGF3,masculino,active,3/7/2021,processingSubscription,33,11,SP,monthly,11/4/2020,11/12/2020,madePackage-3
lQYrnWopcIbONbwnWWy6ZocjQt62,masculino,paused,2/9/2021,paymentFailedSubscription,19,11,SP,weekly,1/30/2021,,customPackage
lSAJGszK3nP1DFNNFZMPmvHAXQm2,masculino,active,2/26/2021,processingSubscription,24,16,SP,monthly,10/2/2020,10/7/2020,customPackage
lUzlWQiSeehgVDcGpO97VjrHkFm2,feminino,active,2/17/2021,processingSubscription,45,16,SP,monthly,12/10/2020,,customPackage
lVHNE2R56xXWnRhWNLFed1QTlQt1,masculino,active,2/12/2021,processingSubscription,22,11,SP,monthly,6/22/2020,,customPackage
lVkZj0Fu5FRacNmD44yGw9QvLJb2,masculino,active,2/26/2021,processingSubscription,19,32,MG,monthly,1/26/2021,,customPackage
lXFyEfSWaDZ6cpQZoc4On25LHaS2,masculino,canceled,12/31/2020,cancelRequested,20,16,SP,weekly,8/5/2020,8/14/2020,customPackage
lXP0b91v1tNcTbB72d0oZI2b1Jk2,masculino,canceled,12/18/2020,cancelRequested,29,11,SP,weekly,8/21/2020,8/26/2020,customPackage
lXlTbGT2PXVNcwFUpNkuw9GZwjq2,masculino,active,3/4/2021,processingSubscription,20,11,SP,monthly,10/28/2020,10/31/2020,customPackage
lXoXOwCz56XVDQ62CisR10UqUhG2,masculino,active,3/4/2021,processingSubscription,34,16,SP,weekly,7/31/2020,,customPackage
lYvWGUa318R4AkiwPAG6n8vwL812,masculino,paused,12/29/2020,active,35,64,GO,monthly,10/29/2020,,customPackage
la4Q6mTE45dnqDapfHaRpwjDvxv1,feminino,active,2/17/2021,processingSubscription,23,16,SP,monthly,12/17/2020,,customPackage
lb7FecL5bTYLtOU1QANXq0TbMBo1,masculino,active,2/12/2021,processingSubscription,30,11,SP,monthly,10/17/2020,10/21/2020,customPackage
lcKbTsYDzGOl3fkyhFmSana4GLK2,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,4/13/2020,,customPackage
lcTDQ1C1sYN9MaHffWxbn1G7Nz52,masculino,canceled,12/31/2020,cancelRequested,21,19,SP,weekly,8/5/2020,8/13/2020,customPackage
lcg3klMO8KZwSq7cmHgdAXpf1rm2,masculino,active,3/8/2021,processingSubscription,41,11,SP,weekly,7/20/2020,7/23/2020,customPackage
ldBy1uP5p2PGURngn0AHYlsmefb2,masculino,active,3/8/2021,processingSubscription,24,16,SP,weekly,7/18/2020,8/19/2020,customPackage
ldEvYMVhtfNPnKo7oHICuHK9cDe2,masculino,canceled,3/7/2021,cancelRequested,29,11,SP,weekly,11/14/2020,,customPackage
leXiSQOFbXeENSyVLzFdfNH4Hf62,masculino,active,3/4/2021,paused,19,17,SP,monthly,8/13/2020,9/3/2020,customPackage
lhSXASAqxYfmQ7iMA9x2vh3opkc2,feminino,active,3/6/2021,processingSubscription,27,16,SP,weekly,8/6/2020,8/11/2020,customPackage
li4jgDN2ONTi4Tf4DnCWdlkkjCz1,masculino,canceled,1/1/2021,cancelRequested,73,14,SP,weekly,9/4/2020,,customPackage
liOTufZeVdTI7WcnKk9KPJ5O6Q03,feminino,canceled,12/18/2020,cancelRequested,21,12,SP,weekly,8/4/2020,8/7/2020,customPackage
liQ65DYxfWahJWEM0bYasupr4Ln2,masculino,active,2/22/2021,processingSubscription,52,11,SP,monthly,1/22/2021,1/27/2021,customPackage
liSbdCcAjpYieC4GuyKLJLTRvvG2,feminino,paused,1/22/2021,paused,32,18,SP,weekly,12/27/2020,,customPackage
lipNTjxx04XP6NLDwPhTxDRh0CQ2,masculino,paused,3/6/2021,paymentFailedSubscription,22,11,SP,monthly,2/3/2021,,madePackage-1
lj2m4vioXic0rnCCejG2z2IVbKq2,masculino,active,3/4/2021,paused,34,16,SP,monthly,10/19/2020,10/22/2020,madePackage-1
ljLz1Me7tFgvZHHf8roLt7GAI282,masculino,paused,1/16/2021,paymentFailedSubscription,26,13,SP,weekly,10/12/2020,,customPackage
ljgqagPOnmhdGhFcmKGQ1EzY3Gx1,masculino,paused,12/13/2020,paymentFailedSubscription,29,11,SP,weekly,12/3/2020,,customPackage
ljw2E7jVnFc4ik1BIx6lkjYz1mr1,masculino,active,3/3/2021,processingSubscription,40,34,MG,monthly,2/3/2021,2/8/2021,customPackage
lkhdEKqkq9hV7ULQv5SuVQvffMC3,feminino,active,3/7/2021,processingSubscription,21,16,SP,weekly,8/29/2020,9/3/2020,customPackage
llAMrDcGA7bFBg78Pjd4zYrTGDA3,feminino,active,2/20/2021,processingSubscription,33,15,SP,monthly,11/4/2020,,customPackage
llYt2NWNAHfrgyKwOTibgPuSQU72,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,9/3/2020,,customPackage
lmCYlVdDFyWD6lV3LxkO4bVyARm2,masculino,paused,2/23/2021,paymentFailedSubscription,41,11,SP,monthly,1/20/2021,,customPackage
loKYN6qHdZNg1F34kkCPqoInVPn2,masculino,active,3/7/2021,processingSubscription,19,19,SP,monthly,10/8/2020,12/9/2020,customPackage
loTOc5yqiCcdnI3KmWYC1OgLk6f1,masculino,paused,12/18/2020,active,39,18,SP,weekly,12/4/2020,,customPackage
lqkxdB6oybWRaZpUlWZJdD5nljf1,masculino,active,3/3/2021,activationComplete,34,61,DF,monthly,3/3/2021,,madePackage-1
lqrdSu8CGbMlAJ6ztKoV8yfKGIE2,masculino,active,3/3/2021,processingSubscription,28,11,SP,weekly,6/4/2020,12/21/2020,customPackage
ltO97f07y2VV36rlVwACbCy6b452,masculino,canceled,12/18/2020,cancelRequested,30,19,SP,weekly,10/15/2020,,customPackage
lu7KcJoFyEg1fNhz14wKEIw6Gj52,masculino,active,2/25/2021,activationComplete,25,14,SP,monthly,2/19/2021,,madePackage-0
lvieLYqb1QTrxamPHvinrSIHHUl2,masculino,paused,3/6/2021,paymentFailedSubscription,21,41,PR,monthly,2/3/2021,,customPackage
lzQlbAWHOlachU4pw4B3WWG1Eny2,masculino,active,3/5/2021,processingSubscription,38,19,SP,weekly,12/4/2020,,customPackage
lzgy8gr8JWX2TXvxkPIn7TB7oyI3,masculino,active,3/2/2021,processingSubscription,54,17,SP,weekly,7/30/2020,8/4/2020,customPackage
m06YH2pFzWRR7U6RXbp1W1PjY0I3,feminino,canceled,12/18/2020,cancelRequested,49,19,SP,weekly,7/31/2020,8/6/2020,customPackage
m0GSZ99B85N8trpqnKPhVMNOKq83,masculino,active,3/8/2021,processingSubscription,35,11,SP,weekly,9/15/2020,1/13/2021,customPackage
m0HXtJOXPwdLfHzNzFVNGAbSHXz1,masculino,active,2/25/2021,processingSubscription,21,21,RJ,monthly,1/25/2021,,customPackage
m3Zhsx4JQbeYIyW9Lu1Nc3tZVZ73,masculino,canceled,12/18/2020,cancelRequested,23,11,SP,weekly,9/23/2020,,customPackage
m69PbpTCioX9xFNUHHUJwXQU9zY2,masculino,active,3/3/2021,processingSubscription,27,11,SP,weekly,10/14/2020,,customPackage
m7LTgQgoqpNgShhLYOHdFQmwTFP2,masculino,cancelRequested,3/1/2021,paused,19,62,GO,monthly,11/18/2020,,customPackage
m8q4FkbKcJXNy7taPaUz9TRYMg92,masculino,paused,3/5/2021,canceled,29,34,MG,monthly,2/6/2021,,madePackage-1
m91MrZmzTOfVta4ZphCqySbzRAX2,feminino,active,3/5/2021,processingSubscription,54,16,SP,weekly,8/21/2020,,customPackage
m95EOC5oS7gTHjzmi2xMaWLmrKe2,masculino,paused,1/2/2021,active,28,12,SP,weekly,12/19/2020,,customPackage
m9LCacIeGyNOJ8C8BMbqizXWMfK2,masculino,canceled,12/31/2020,cancelRequested,26,11,SP,weekly,8/21/2020,,customPackage
m9yoIq48jgMCsyj6t8Rtckzwetz2,feminino,active,2/17/2021,processingSubscription,24,61,GO,monthly,12/5/2020,12/9/2020,customPackage
mAMWs7bX6AbyWq38RE9EjusRemj1,masculino,canceled,12/18/2020,cancelRequested,15,19,SP,weekly,8/8/2020,,customPackage
mAZiF8rfBsZKiHthk1SlnUzEq9p2,masculino,canceled,12/18/2020,cancelRequested,22,18,SP,weekly,8/3/2020,,customPackage
mAeeMq1McsQKq1UDdGKolESz1Eu1,masculino,canceled,12/18/2020,cancelRequested,24,19,SP,monthly,11/13/2020,,customPackage
mBdCl2WiudhC5gjkAtkgN1p6oR03,masculino,canceled,12/18/2020,cancelRequested,17,11,SP,weekly,7/31/2020,8/5/2020,customPackage
mBfwIpgqFoRplfKjqWPyCtoaUms1,masculino,active,3/6/2021,processingSubscription,31,19,SP,weekly,9/5/2020,,customPackage
mCLFpvStzuVpFsKUWnlNVJIPKk82,masculino,paused,12/21/2020,paymentFailedSubscription,21,64,GO,weekly,12/11/2020,,customPackage
mEWXm4MJdiReRhq5tCFqz0wLzSD3,masculino,paused,3/6/2021,paymentFailedSubscription,31,11,SP,weekly,1/20/2021,1/23/2021,customPackage
mEjNVUV3khQcJpStD8KPBDlDfup1,feminino,active,3/2/2021,processingSubscription,24,19,SP,monthly,10/20/2020,10/23/2020,customPackage
mFqUKdUVFXQwamSBdgzUzuokSu73,masculino,paused,3/7/2021,paymentFailedSubscription,21,42,PR,monthly,2/5/2021,,customPackage
mGhBCUvFwiahwxTp5TWOzjHP3jq2,masculino,active,3/4/2021,paused,46,44,PR,weekly,2/11/2021,,customPackage
mGkxI4Eo85MI2OjA8EkWpKWExM03,masculino,active,3/3/2021,paused,49,11,SP,weekly,1/7/2021,,customPackage
mGqiu8WoXIQDayXDTIKYcBNTgIE3,masculino,canceled,12/18/2020,cancelRequested,40,11,SP,weekly,7/30/2020,,customPackage
mGsu2C0B3kPJHlfTLSFPp2ZZYi43,não binário,paused,12/28/2020,paymentFailedSubscription,27,15,SP,weekly,12/18/2020,,customPackage
mH7Gu6vRbfOfFYBRZ5LJPnDLWDi1,feminino,active,3/8/2021,processingSubscription,27,16,SP,monthly,12/1/2020,12/4/2020,customPackage
mHCyqLl1gWbybOgdjKMfaVvyRCR2,masculino,canceled,1/28/2021,cancelRequested,29,11,SP,weekly,9/4/2020,9/10/2020,customPackage
mHZXZeez2WPqXvVEmOmhaqCrOZ03,feminino,active,2/28/2021,processingSubscription,32,14,SP,monthly,11/28/2020,12/1/2020,customPackage
mI7nK7XTNVWEsDHeGRZshEVZsKt1,masculino,canceled,12/31/2020,cancelRequested,19,11,SP,weekly,9/9/2020,,customPackage
